hiddenCount,T,mode,metric,nSeeds,meanDifference,differenceCi95Low,differenceCi95High,meanRelativeReduction,relativeCi95Low,relativeCi95High
11,6.0,kalman,meanPredictionError_vs_hold,30,-0.0021791039695811102,-0.007053056006682243,0.002768502370757237,0.053545830318117695,-0.06778528283496016,0.1723753392978827
11,6.0,kalman-gm,eventGODeviation,30,-0.003684849300880147,-0.004698074130168096,-0.002656284381379873,0.8329445177870693,0.7438430947204968,0.8916427851803941
11,6.0,kalman-gm,postPairDistanceDeviation,30,-0.0004865188554450849,-0.0006369077986947851,-0.00035199322812264387,0.9119875041109563,0.8707391013825199,0.945960584228038
11,6.0,kalman-gm,eventGOLoss,30,-9.662145251655287e-05,-0.0019550958829703913,0.0018219126841339886,0.4471275538532682,-4.3291416108966425,1.5388885438478939
11,6.0,kalman-gm,postPairDistanceIncrease,30,-0.00035871402282540703,-0.0005504659028558313,-0.00017331699244657763,0.9064078955946471,0.8236020522885983,0.9579572400726175
11,6.0,kalman-gm,meanPredictionError_vs_hold,30,-0.005484817606189237,-0.010082769084290805,-0.00036079453452251073,0.13477517225728788,0.0007593528897946796,0.256211062304497
11,10.2,hold,eventGODeviation,30,-0.004751478068718691,-0.006523092773179551,-0.003089319990819419,0.6859276293733082,0.5583329838125365,0.7762226290620733
11,10.2,hold,postPairDistanceDeviation,30,-0.0008327166087471861,-0.0010986670348406152,-0.000584726415730201,0.7929627374393975,0.7172061805088383,0.8530915683501691
11,10.2,hold,eventGOLoss,30,0.0006314772666018202,-0.002182620296238995,0.0035329682741355997,-30.456526381119193,-13.39001235806133,1.0782557516817293
11,10.2,hold,postPairDistanceIncrease,30,-0.0007661267550412707,-0.0010641221633270548,-0.0004793931773974675,0.7826068493374647,0.693057190445999,0.8506879897542898
11,10.2,hold,meanPredictionError_vs_hold,30,0.0,0.0,0.0,0.0,0.0,0.0
11,10.2,mean,eventGODeviation,30,-0.005393118703190098,-0.007070344497446816,-0.003766262867704698,0.7785554460121088,0.6860980110156065,0.8440317968244495
11,10.2,mean,postPairDistanceDeviation,30,-0.00093458963382384,-0.0012326345719577633,-0.0006689287208643753,0.8899723466959617,0.8449492797376349,0.9277851137362528
11,10.2,mean,eventGOLoss,30,0.00029524671591171585,-0.0026230188444492557,0.003165577061033224,-14.239925754562483,-7.265240639902859,1.3079109743368913
11,10.2,mean,postPairDistanceIncrease,30,-0.0009370233478627422,-0.0012460982938043944,-0.000647362454645371,0.9571795857553631,0.9032383092179985,1.0119986278186208
11,10.2,kalman,eventGODeviation,30,-0.005333222626476913,-0.006981731743364984,-0.0037148115177191884,0.7699087947355059,0.6698168239576202,0.8437069541424737
11,10.2,kalman,postPairDistanceDeviation,30,-0.0009085028819380298,-0.0012093020281209114,-0.0006352022085551701,0.8651309757313596,0.8000701259826437,0.9078873081779405
11,10.2,kalman,eventGOLoss,30,0.00017071859448490012,-0.0027544104374553776,0.0029775478433573532,-8.233859952959332,-5.926659575510471,2.009544696531952
11,10.2,kalman,postPairDistanceIncrease,30,-0.0010024393572369847,-0.0013192028006285606,-0.0007137990768012956,1.024002753926599,0.9607467024435464,1.1110164418538788
11,10.2,kalman,meanPredictionError_vs_hold,30,-0.00545581045462402,-0.012189371090482954,0.0011722539670007697,0.08431481479015296,-0.019315441987868123,0.17822265312537378
11,10.2,kalman-gm,eventGODeviation,30,-0.005508507698101782,-0.007224017728269283,-0.003870440149524608,0.7952131046587126,0.6988823580505138,0.8604357686095566
11,10.2,kalman-gm,postPairDistanceDeviation,30,-0.000913230897170885,-0.001201757161344203,-0.0006520831752430838,0.8696332756282483,0.814652141162811,0.9163014995939763
11,10.2,kalman-gm,eventGOLoss,30,0.0001643865630537163,-0.0028493434516409324,0.00325924002627318,-7.928462288578274,-5.2634377402175705,1.6509864187535335
11,10.2,kalman-gm,postPairDistanceIncrease,30,-0.0008611477073523769,-0.001177970925388162,-0.0005652948699048189,0.8796717901190126,0.8105526607779773,0.9326761345647859
