seed,focal,startIndex,q,T,kalmanSquaredError,holdSquaredError,variance,covered
101,17,41,1e-08,30,0.994387145168835,0.00159960909587116,0.000511393838153745,0
101,17,41,1e-08,60,1.89653847909509,0.354292241160011,0.00188882742211014,0
101,17,41,1e-08,120,8.21249939697556,0.954537357227431,0.00965274561946435,0
101,17,61,1e-08,30,0.863722012364975,0.141424082357275,0.000511393838153745,0
101,17,61,1e-08,60,8.58532153493721,4.8117174562151,0.00188882742211014,0
101,17,61,1e-08,120,0.238088942989487,8.17954546525524,0.00965274561946435,0
101,17,41,1e-06,30,0.00878805590579974,0.00159960909587116,0.0175581569974071,1
101,17,41,1e-06,60,0.510119928706821,0.354292241160011,0.105439709753164,0
101,17,41,1e-06,120,1.50433184656099,0.954537357227431,0.70847130360818,1
101,17,61,1e-06,30,0.945148210626568,0.141424082357275,0.0175581569974071,0
101,17,61,1e-06,60,8.41106108692628,4.8117174562151,0.105439709753164,0
101,17,61,1e-06,120,0.23417697677088,8.17954546525524,0.70847130360818,1
101,17,41,0.0001,30,0.0389902521614224,0.00159960909587116,1.68021537013102,1
101,17,41,0.0001,60,0.828606587772328,0.354292241160011,10.3200544534141,1
101,17,41,0.0001,120,2.58321023028213,0.954537357227431,70.0789037415827,1
101,17,61,0.0001,30,0.859115822934158,0.141424082357275,1.68021537013102,1
101,17,61,0.0001,60,8.92822910018054,4.8117174562151,10.3200544534141,1
101,17,61,0.0001,120,0.431396240156239,8.17954546525524,70.0789037415827,1
101,18,41,1e-08,30,0.0149728062023085,0.345657017961692,0.000511393838153745,0
101,18,41,1e-08,60,0.688581892222032,0.468375449454446,0.00188882742211014,0
101,18,41,1e-08,120,7.52351979804525,0.143702733727777,0.00965274561946435,0
101,18,61,1e-08,30,0.000381743298410196,0.00041849246059316,0.000511393838153745,1
101,18,61,1e-08,60,0.00417977986824604,0.000515269066838337,0.00188882742211014,1
101,18,61,1e-08,120,0.0151520681334738,0.0931197718919716,0.00965274561946435,1
101,18,41,1e-06,30,0.193563742157393,0.345657017961692,0.0175581569974071,0
101,18,41,1e-06,60,1.88623850421823,0.468375449454446,0.105439709753164,0
101,18,41,1e-06,120,6.47542487812855,0.143702733727777,0.70847130360818,0
101,18,61,1e-06,30,0.00493717131353366,0.00041849246059316,0.0175581569974071,1
101,18,61,1e-06,60,0.025341954409898,0.000515269066838337,0.105439709753164,1
101,18,61,1e-06,120,0.00348971336156168,0.0931197718919716,0.70847130360818,1
101,18,41,0.0001,30,0.201472812995627,0.345657017961692,1.68021537013102,1
101,18,41,0.0001,60,1.92989751514874,0.468375449454446,10.3200544534141,1
101,18,41,0.0001,120,6.32558664198608,0.143702733727777,70.0789037415827,1
101,18,61,0.0001,30,0.00533130397309843,0.00041849246059316,1.68021537013102,1
101,18,61,0.0001,60,0.0269783355987663,0.000515269066838337,10.3200544534141,1
101,18,61,0.0001,120,0.00472656967291883,0.0931197718919716,70.0789037415827,1
101,19,41,1e-08,30,0.00031785315331318,0.00704166297568853,0.000511393838153745,1
101,19,41,1e-08,60,0.00298697333715418,0.0209351042389106,0.00188882742211014,1
101,19,41,1e-08,120,6.72453839655924,4.83396914785465,0.00965274561946435,0
101,19,61,1e-08,30,0.00134151820199745,0.00423775313305434,0.000511393838153745,1
101,19,61,1e-08,60,0.00347850746654341,0.0127810720273801,0.00188882742211014,1
101,19,61,1e-08,120,0.111262103048231,0.192581216603606,0.00965274561946435,0
101,19,41,1e-06,30,0.000240032065984819,0.00704166297568853,0.0175581569974071,1
101,19,41,1e-06,60,0.0029425910784862,0.0209351042389106,0.105439709753164,1
101,19,41,1e-06,120,6.74243420971616,4.83396914785465,0.70847130360818,0
101,19,61,1e-06,30,0.00179859100411006,0.00423775313305434,0.0175581569974071,1
101,19,61,1e-06,60,0.00457701625587164,0.0127810720273801,0.105439709753164,1
101,19,61,1e-06,120,0.121116499978681,0.192581216603606,0.70847130360818,1
101,19,41,0.0001,30,0.000293154079546454,0.00704166297568853,1.68021537013102,1
101,19,41,0.0001,60,0.00329297125602272,0.0209351042389106,10.3200544534141,1
101,19,41,0.0001,120,6.77445592822435,4.83396914785465,70.0789037415827,1
101,19,61,0.0001,30,0.00177101833430214,0.00423775313305434,1.68021537013102,1
101,19,61,0.0001,60,0.00449221954443445,0.0127810720273801,10.3200544534141,1
